,Segment,Country, Product , Discount Band ,Units Sold,Manufacturing Price,Sale Price,Gross Sales, Discounts , Sales,COGS,Profit,Date,Month Number, Month Name ,Year
357,Government,Canada, Montana , Medium ,488.0,415.0,581.0,283528.0,22682.239999999998,260845.75999999998,202520.0,58325.76,2/1/2014,2, February ,2014
358,Government,United States of America, Montana , Medium ,1282.0,415.0,1660.0,2128120.0,170249.59999999998,1957870.4,1064060.0,893810.3999999999,6/1/2014,6, June ,2014
359,Government,Canada, Paseo , Medium ,257.0,830.0,581.0,149317.0,11945.359999999999,137371.63999999998,106655.0,30716.64,5/1/2014,5, May ,2014
360,Government,United States of America, Amarilla , Medium ,1282.0,21580.0,1660.0,2128120.0,170249.59999999998,1957870.4,1064060.0,893810.3999999999,6/1/2014,6, June ,2014
361,Enterprise,Mexico, Carretera , Medium ,1540.0,249.0,10375.0,15977500.0,1278200.0,14699300.0,15338400.0,639100.0,8/1/2014,8, August ,2014
362,Midmarket,France, Carretera , Medium ,490.0,249.0,1245.0,610050.0,48804.0,561246.0,406700.0,154546.0,11/1/2014,11, November ,2014
363,Government,Mexico, Carretera , Medium ,1362.0,249.0,29050.0,39566100.0,3165288.0,36400812.0,29391960.0,7008852.0,12/1/2014,12, December ,2014
364,Midmarket,France, Montana , Medium ,2501.0,415.0,1245.0,3113745.0,249099.59999999998,2864645.4000000004,2075830.0,788815.3999999999,3/1/2014,3, March ,2014
365,Government,Canada, Montana , Medium ,708.0,415.0,1660.0,1175280.0,94022.4,1081257.6,587640.0,493617.6,6/1/2014,6, June ,2014
366,Government,Germany, Montana , Medium ,645.0,415.0,1660.0,1070700.0,85656.0,985044.0,535350.0,449694.0,7/1/2014,7, July ,2014
367,Small Business,France, Montana , Medium ,1562.0,415.0,24900.0,38893800.0,3111504.0,35782296.0,32411500.0,3370796.0,8/1/2014,8, August ,2014
368,Small Business,Canada, Montana , Medium ,1283.0,415.0,24900.0,31946700.0,2555736.0,29390964.0,26622250.0,2768714.0,9/1/2013,9, September ,2013
369,Midmarket,Germany, Montana , Medium ,711.0,415.0,1245.0,885195.0,70815.6,814379.3999999999,590130.0,224249.40000000002,12/1/2014,12, December ,2014
370,Enterprise,Mexico, Paseo , Medium ,1114.0,830.0,10375.0,11557750.0,924620.0,10633130.0,11095440.0,462310.0,3/1/2014,3, March ,2014
371,Government,Germany, Paseo , Medium ,1259.0,830.0,581.0,731479.0,58518.32,672960.68,522485.0,150475.68,4/1/2014,4, April ,2014
372,Government,Germany, Paseo , Medium ,1095.0,830.0,581.0,636195.0,50895.600000000006,585299.4,454425.0,130874.4,5/1/2014,5, May ,2014
373,Government,Germany, Paseo , Medium ,1366.0,830.0,1660.0,2267560.0,181404.8,2086155.2000000002,1133780.0,952375.2,6/1/2014,6, June ,2014
374,Small Business,Mexico, Paseo , Medium ,2460.0,830.0,24900.0,61254000.0,4900320.0,56353680.0,51045000.0,5308680.0,6/1/2014,6, June ,2014
375,Government,United States of America, Paseo , Medium ,678.0,830.0,581.0,393918.0,31513.440000000002,362404.56,281370.0,81034.56,8/1/2014,8, August ,2014
376,Government,Germany, Paseo , Medium ,1598.0,830.0,581.0,928438.0,74275.04,854162.9600000001,663170.0,190992.96,8/1/2014,8, August ,2014
377,Government,Germany, Paseo , Medium ,2409.0,830.0,581.0,1399629.0,111970.31999999999,1287658.68,999735.0,287923.68,9/1/2013,9, September ,2013
378,Government,Germany, Paseo , Medium ,1934.0,830.0,1660.0,3210440.0,256835.2,2953604.8,1605220.0,1348384.8,9/1/2014,9, September ,2014
379,Government,Mexico, Paseo , Medium ,2993.0,830.0,1660.0,4968380.0,397470.4,4570909.6,2484190.0,2086719.6,9/1/2014,9, September ,2014
380,Government,Germany, Paseo , Medium ,2146.0,830.0,29050.0,62341300.0,4987304.0,57353996.0,46310680.0,11043316.0,11/1/2013,11, November ,2013
381,Government,Mexico, Paseo , Medium ,1946.0,830.0,581.0,1130626.0,90450.08,1040175.9199999999,807590.0,232585.91999999998,12/1/2013,12, December ,2013
382,Government,Mexico, Paseo , Medium ,1362.0,830.0,29050.0,39566100.0,3165288.0,36400812.0,29391960.0,7008852.0,12/1/2014,12, December ,2014
383,Channel Partners,Canada, Velo , Medium ,598.0,9960.0,996.0,595608.0,47648.64000000001,547959.36,148902.0,399057.36,3/1/2014,3, March ,2014
384,Government,United States of America, Velo , Medium ,2907.0,9960.0,581.0,1688967.0,135117.36000000002,1553849.6400000001,1206405.0,347444.64,6/1/2014,6, June ,2014
385,Government,Germany, Velo , Medium ,2338.0,9960.0,581.0,1358378.0,108670.23999999999,1249707.76,970270.0,279437.76,6/1/2014,6, June ,2014
386,Small Business,France, Velo , Medium ,386.0,9960.0,24900.0,9611400.0,768912.0,8842488.0,8009500.0,832988.0,11/1/2013,11, November ,2013
387,Small Business,Mexico, Velo , Medium ,635.0,9960.0,24900.0,15811500.0,1264920.0,14546580.0,13176250.0,1370330.0,12/1/2014,12, December ,2014
388,Government,France, VTT , Medium ,574.5,20750.0,29050.0,16689225.0,1335138.0,15354087.0,12397710.0,2956377.0,4/1/2014,4, April ,2014
389,Government,Germany, VTT , Medium ,2338.0,20750.0,581.0,1358378.0,108670.23999999999,1249707.76,970270.0,279437.76,6/1/2014,6, June ,2014
390,Government,France, VTT , Medium ,381.0,20750.0,29050.0,11068050.0,885444.0,10182606.0,8221980.0,1960626.0,8/1/2014,8, August ,2014
391,Government,Germany, VTT , Medium ,422.0,20750.0,29050.0,12259100.0,980728.0,11278372.0,9106760.0,2171612.0,8/1/2014,8, August ,2014
392,Small Business,Canada, VTT , Medium ,2134.0,20750.0,24900.0,53136600.0,4250928.0,48885672.0,44280500.0,4605172.0,9/1/2014,9, September ,2014
393,Small Business,United States of America, VTT , Medium ,808.0,20750.0,24900.0,20119200.0,1609536.0,18509664.0,16766000.0,1743664.0,12/1/2013,12, December ,2013
394,Government,Canada, Amarilla , Medium ,708.0,21580.0,1660.0,1175280.0,94022.4,1081257.6,587640.0,493617.6,6/1/2014,6, June ,2014
395,Government,United States of America, Amarilla , Medium ,2907.0,21580.0,581.0,1688967.0,135117.36000000002,1553849.6400000001,1206405.0,347444.64,6/1/2014,6, June ,2014
396,Government,Germany, Amarilla , Medium ,1366.0,21580.0,1660.0,2267560.0,181404.8,2086155.2000000002,1133780.0,952375.2,6/1/2014,6, June ,2014
397,Small Business,Mexico, Amarilla , Medium ,2460.0,21580.0,24900.0,61254000.0,4900320.0,56353680.0,51045000.0,5308680.0,6/1/2014,6, June ,2014
398,Government,Germany, Amarilla , Medium ,1520.0,21580.0,1660.0,2523200.0,201856.0,2321344.0,1261600.0,1059744.0,11/1/2014,11, November ,2014
399,Midmarket,Germany, Amarilla , Medium ,711.0,21580.0,1245.0,885195.0,70815.6,814379.3999999999,590130.0,224249.40000000002,12/1/2014,12, December ,2014
400,Channel Partners,Mexico, Amarilla , Medium ,1375.0,21580.0,996.0,1369500.0,109560.0,1259940.0,342375.0,917565.0,12/1/2013,12, December ,2013
401,Small Business,Mexico, Amarilla , Medium ,635.0,21580.0,24900.0,15811500.0,1264920.0,14546580.0,13176250.0,1370330.0,12/1/2014,12, December ,2014
402,Government,United States of America, VTT , Medium ,436.5,20750.0,1660.0,724590.0,57967.2,666622.8,362295.0,304327.8,7/1/2014,7, July ,2014
403,Small Business,Canada, Carretera , Medium ,1094.0,249.0,24900.0,27240600.0,2451654.0,24788946.0,22700500.0,2088446.0,6/1/2014,6, June ,2014
404,Channel Partners,Mexico, Carretera , Medium ,367.0,249.0,996.0,365532.0,32897.880000000005,332634.12,91383.0,241251.12,10/1/2013,10, October ,2013
405,Small Business,Canada, Montana , Medium ,3802.5,415.0,24900.0,94682250.0,8521402.5,86160847.5,78901875.0,7258972.5,4/1/2014,4, April ,2014
406,Government,France, Montana , Medium ,1666.0,415.0,29050.0,48397300.0,4355757.0,44041543.0,35952280.0,8089263.0,5/1/2014,5, May ,2014
407,Small Business,France, Montana , Medium ,322.0,415.0,24900.0,8017800.0,721602.0,7296198.0,6681500.0,614698.0,9/1/2013,9, September ,2013
408,Channel Partners,Canada, Montana , Medium ,2321.0,415.0,996.0,2311716.0,208054.43999999997,2103661.56,577929.0,1525732.56,11/1/2014,11, November ,2014
409,Enterprise,France, Montana , Medium ,1857.0,415.0,10375.0,19266375.0,1733973.75,17532401.25,18495720.0,963318.75,11/1/2013,11, November ,2013
410,Government,Canada, Montana , Medium ,1611.0,415.0,581.0,935991.0,84239.19,851751.8099999999,668565.0,183186.81000000003,12/1/2013,12, December ,2013
411,Enterprise,United States of America, Montana , Medium ,2797.0,415.0,10375.0,29018875.0,2611698.75,26407176.25,27858120.0,1450943.75,12/1/2014,12, December ,2014
412,Small Business,Germany, Montana , Medium ,334.0,415.0,24900.0,8316600.0,748494.0,7568106.0,6930500.0,637606.0,12/1/2013,12, December ,2013
413,Small Business,Mexico, Paseo , Medium ,2565.0,830.0,24900.0,63868500.0,5748165.0,58120335.0,53223750.0,4896585.0,1/1/2014,1, January ,2014
414,Government,Mexico, Paseo , Medium ,2417.0,830.0,29050.0,70213850.0,6319246.5,63894603.5,52158860.0,11735743.5,1/1/2014,1, January ,2014
415,Midmarket,United States of America, Paseo , Medium ,3675.0,830.0,1245.0,4575375.0,411783.75,4163591.25,3050250.0,1113341.25,4/1/2014,4, April ,2014
416,Small Business,Canada, Paseo , Medium ,1094.0,830.0,24900.0,27240600.0,2451654.0,24788946.0,22700500.0,2088446.0,6/1/2014,6, June ,2014
417,Midmarket,France, Paseo , Medium ,1227.0,830.0,1245.0,1527615.0,137485.35,1390129.65,1018410.0,371719.65,10/1/2014,10, October ,2014
418,Channel Partners,Mexico, Paseo , Medium ,367.0,830.0,996.0,365532.0,32897.880000000005,332634.12,91383.0,241251.12,10/1/2013,10, October ,2013
419,Small Business,France, Paseo , Medium ,1324.0,830.0,24900.0,32967600.0,2967084.0,30000516.0,27473000.0,2527516.0,11/1/2014,11, November ,2014
420,Channel Partners,Germany, Paseo , Medium ,1775.0,830.0,996.0,1767900.0,159111.0,1608789.0,441975.0,1166814.0,11/1/2013,11, November ,2013
421,Enterprise,United States of America, Paseo , Medium ,2797.0,830.0,10375.0,29018875.0,2611698.75,26407176.25,27858120.0,1450943.75,12/1/2014,12, December ,2014
422,Midmarket,Mexico, Velo , Medium ,245.0,9960.0,1245.0,305025.0,27452.25,277572.75,203350.0,74222.75,5/1/2014,5, May ,2014
423,Small Business,Canada, Velo , Medium ,3793.5,9960.0,24900.0,94458150.0,8501233.5,85956916.5,78715125.0,7241791.5,7/1/2014,7, July ,2014
424,Government,Germany, Velo , Medium ,1307.0,9960.0,29050.0,37968350.0,3417151.5,34551198.5,28205060.0,6346138.5,7/1/2014,7, July ,2014
425,Enterprise,Canada, Velo , Medium ,567.0,9960.0,10375.0,5882625.0,529436.25,5353188.75,5647320.0,294131.25,9/1/2014,9, September ,2014
426,Enterprise,Mexico, Velo , Medium ,2110.0,9960.0,10375.0,21891250.0,1970212.5,19921037.5,21015600.0,1094562.5,9/1/2014,9, September ,2014
427,Government,Canada, Velo , Medium ,1269.0,9960.0,29050.0,36864450.0,3317800.5,33546649.5,27385020.0,6161629.5,10/1/2014,10, October ,2014
428,Channel Partners,United States of America, VTT , Medium ,1956.0,20750.0,996.0,1948176.0,175335.84,1772840.1600000001,487044.0,1285796.1600000001,1/1/2014,1, January ,2014
429,Small Business,Germany, VTT , Medium ,2659.0,20750.0,24900.0,66209100.0,5958819.0,60250281.0,55174250.0,5076031.0,2/1/2014,2, February ,2014
430,Government,United States of America, VTT , Medium ,1351.5,20750.0,29050.0,39261075.0,3533496.75,35727578.25,29165370.0,6562208.25,4/1/2014,4, April ,2014
431,Channel Partners,Germany, VTT , Medium ,880.0,20750.0,996.0,876480.0,78883.2,797596.8,219120.0,578476.8,5/1/2014,5, May ,2014
432,Small Business,United States of America, VTT , Medium ,1867.0,20750.0,24900.0,46488300.0,4183947.0,42304353.0,38740250.0,3564103.0,9/1/2014,9, September ,2014
433,Channel Partners,France, VTT , Medium ,2234.0,20750.0,996.0,2225064.0,200255.75999999998,2024808.24,556266.0,1468542.24,9/1/2013,9, September ,2013
434,Midmarket,France, VTT , Medium ,1227.0,20750.0,1245.0,1527615.0,137485.35,1390129.65,1018410.0,371719.65,10/1/2014,10, October ,2014
435,Enterprise,Mexico, VTT , Medium ,877.0,20750.0,10375.0,9098875.0,818898.75,8279976.25,8734920.0,454943.75,11/1/2014,11, November ,2014
436,Government,United States of America, Amarilla , Medium ,2071.0,21580.0,29050.0,60162550.0,5414629.5,54747920.5,44692180.0,10055740.5,9/1/2014,9, September ,2014
437,Government,Canada, Amarilla , Medium ,1269.0,21580.0,29050.0,36864450.0,3317800.5,33546649.5,27385020.0,6161629.5,10/1/2014,10, October ,2014
438,Midmarket,Germany, Amarilla , Medium ,970.0,21580.0,1245.0,1207650.0,108688.5,1098961.5,805100.0,293861.5,11/1/2013,11, November ,2013
439,Government,Mexico, Amarilla , Medium ,1694.0,21580.0,1660.0,2812040.0,253083.59999999998,2558956.4,1406020.0,1152936.4,11/1/2014,11, November ,2014
440,Government,Germany, Carretera , Medium ,663.0,249.0,1660.0,1100580.0,99052.20000000001,1001527.8,550290.0,451237.80000000005,5/1/2014,5, May ,2014
441,Government,Canada, Carretera , Medium ,819.0,249.0,581.0,475839.0,42825.51,433013.49,339885.0,93128.48999999999,7/1/2014,7, July ,2014
442,Channel Partners,Germany, Carretera , Medium ,1580.0,249.0,996.0,1573680.0,141631.2,1432048.7999999998,393420.0,1038628.8,9/1/2014,9, September ,2014
443,Government,Mexico, Carretera , Medium ,521.0,249.0,581.0,302701.0,27243.09,275457.91,216215.0,59242.909999999996,12/1/2014,12, December ,2014
444,Government,United States of America, Paseo , Medium ,973.0,830.0,1660.0,1615180.0,145366.2,1469813.7999999998,807590.0,662223.8,3/1/2014,3, March ,2014
445,Government,Mexico, Paseo , Medium ,1038.0,830.0,1660.0,1723080.0,155077.2,1568002.7999999998,861540.0,706462.8,6/1/2014,6, June ,2014
446,Government,Germany, Paseo , Medium ,360.0,830.0,581.0,209160.0,18824.4,190335.59999999998,149400.0,40935.6,10/1/2014,10, October ,2014
447,Channel Partners,France, Velo , Medium ,1967.0,9960.0,996.0,1959132.0,176321.88,1782810.1199999999,489783.0,1293027.1199999999,3/1/2014,3, March ,2014
448,Midmarket,Mexico, Velo , Medium ,2628.0,9960.0,1245.0,3271860.0,294467.4,2977392.5999999996,2181240.0,796152.6000000001,4/1/2014,4, April ,2014
449,Government,Germany, VTT , Medium ,360.0,20750.0,581.0,209160.0,18824.4,190335.59999999998,149400.0,40935.6,10/1/2014,10, October ,2014
450,Government,France, VTT , Medium ,2682.0,20750.0,1660.0,4452120.0,400690.80000000005,4051429.2,2226060.0,1825369.2000000002,11/1/2013,11, November ,2013
451,Government,Mexico, VTT , Medium ,521.0,20750.0,581.0,302701.0,27243.09,275457.91,216215.0,59242.909999999996,12/1/2014,12, December ,2014
452,Government,Mexico, Amarilla , Medium ,1038.0,21580.0,1660.0,1723080.0,155077.2,1568002.7999999998,861540.0,706462.8,6/1/2014,6, June ,2014
453,Midmarket,Canada, Amarilla , Medium ,1630.5,21580.0,1245.0,2029972.5,182697.93999999997,1847275.3900000001,1353315.0,493960.39,7/1/2014,7, July ,2014
454,Channel Partners,France, Amarilla , Medium ,306.0,21580.0,996.0,304776.0,27429.84,277346.16,76194.0,201152.16,12/1/2013,12, December ,2013
455,Channel Partners,United States of America, Carretera , High ,386.0,249.0,996.0,384456.0,38445.6,346010.4,96114.0,249896.40000000002,10/1/2013,10, October ,2013
456,Government,United States of America, Montana , High ,2328.0,415.0,581.0,1352568.0,135256.8,1217311.2,966120.0,251191.2,9/1/2014,9, September ,2014
457,Channel Partners,United States of America, Paseo , High ,386.0,830.0,996.0,384456.0,38445.6,346010.4,96114.0,249896.40000000002,10/1/2013,10, October ,2013
458,Enterprise,United States of America, Carretera , High ,3445.5,249.0,10375.0,35747062.5,3574706.25,32172356.25,34317180.0,2144823.75,4/1/2014,4, April ,2014
459,Enterprise,France, Carretera , High ,1482.0,249.0,10375.0,15375750.0,1537575.0,13838175.0,14760720.0,922545.0,12/1/2013,12, December ,2013
460,Government,United States of America, Montana , High ,2313.0,415.0,29050.0,67192650.0,6719265.0,60473385.0,49914540.0,10558845.0,5/1/2014,5, May ,2014
461,Enterprise,United States of America, Montana , High ,1804.0,415.0,10375.0,18716500.0,1871650.0,16844850.0,17967840.0,1122990.0,11/1/2013,11, November ,2013
462,Midmarket,France, Montana , High ,2072.0,415.0,1245.0,2579640.0,257964.0,2321676.0,1719760.0,601916.0,12/1/2014,12, December ,2014
463,Government,France, Paseo , High ,1954.0,830.0,1660.0,3243640.0,324364.0,2919276.0,1621820.0,1297456.0,3/1/2014,3, March ,2014
464,Small Business,Mexico, Paseo , High ,591.0,830.0,24900.0,14715900.0,1471590.0,13244310.0,12263250.0,981060.0,5/1/2014,5, May ,2014
465,Midmarket,France, Paseo , High ,2167.0,830.0,1245.0,2697915.0,269791.5,2428123.5,1798610.0,629513.5,10/1/2013,10, October ,2013
466,Government,Germany, Paseo , High ,241.0,830.0,1660.0,400060.0,40006.0,360054.0,200030.0,160024.0,10/1/2014,10, October ,2014
467,Midmarket,Germany, Velo , High ,681.0,9960.0,1245.0,847845.0,84784.5,763060.5,565230.0,197830.5,1/1/2014,1, January ,2014
468,Midmarket,Germany, Velo , High ,510.0,9960.0,1245.0,634950.0,63495.0,571455.0,423300.0,148155.0,4/1/2014,4, April ,2014
469,Midmarket,United States of America, Velo , High ,790.0,9960.0,1245.0,983550.0,98355.0,885195.0,655700.0,229495.0,5/1/2014,5, May ,2014
470,Government,France, Velo , High ,639.0,9960.0,29050.0,18562950.0,1856295.0,16706655.0,13789620.0,2917035.0,7/1/2014,7, July ,2014
471,Enterprise,United States of America, Velo , High ,1596.0,9960.0,10375.0,16558500.0,1655850.0,14902650.0,15896160.0,993510.0,9/1/2014,9, September ,2014
472,Small Business,United States of America, Velo , High ,2294.0,9960.0,24900.0,57120600.0,5712060.0,51408540.0,47600500.0,3808040.0,10/1/2013,10, October ,2013
473,Government,Germany, Velo , High ,241.0,9960.0,1660.0,400060.0,40006.0,360054.0,200030.0,160024.0,10/1/2014,10, October ,2014
474,Government,Germany, Velo , High ,2665.0,9960.0,581.0,1548365.0,154836.5,1393528.5,1105975.0,287553.5,11/1/2014,11, November ,2014
475,Enterprise,Canada, Velo , High ,1916.0,9960.0,10375.0,19878500.0,1987850.0,17890650.0,19083360.0,1192710.0,12/1/2013,12, December ,2013
476,Small Business,France, Velo , High ,853.0,9960.0,24900.0,21239700.0,2123970.0,19115730.0,17699750.0,1415980.0,12/1/2014,12, December ,2014
477,Enterprise,Mexico, VTT , High ,341.0,20750.0,10375.0,3537875.0,353787.5,3184087.5,3396360.0,212272.5,5/1/2014,5, May ,2014
478,Midmarket,Mexico, VTT , High ,641.0,20750.0,1245.0,798045.0,79804.5,718240.5,532030.0,186210.5,7/1/2014,7, July ,2014
479,Government,United States of America, VTT , High ,2807.0,20750.0,29050.0,81543350.0,8154335.0,73389015.0,60575060.0,12813955.0,8/1/2014,8, August ,2014
480,Small Business,Mexico, VTT , High ,432.0,20750.0,24900.0,10756800.0,1075680.0,9681120.0,8964000.0,717120.0,9/1/2014,9, September ,2014
481,Small Business,United States of America, VTT , High ,2294.0,20750.0,24900.0,57120600.0,5712060.0,51408540.0,47600500.0,3808040.0,10/1/2013,10, October ,2013
482,Midmarket,France, VTT , High ,2167.0,20750.0,1245.0,2697915.0,269791.5,2428123.5,1798610.0,629513.5,10/1/2013,10, October ,2013
483,Enterprise,Canada, VTT , High ,2529.0,20750.0,10375.0,26238375.0,2623837.5,23614537.5,25188840.0,1574302.5,11/1/2014,11, November ,2014
484,Government,Germany, VTT , High ,1870.0,20750.0,29050.0,54323500.0,5432350.0,48891150.0,40354600.0,8536550.0,12/1/2013,12, December ,2013
485,Enterprise,United States of America, Amarilla , High ,579.0,21580.0,10375.0,6007125.0,600712.5,5406412.5,5766840.0,360427.5,1/1/2014,1, January ,2014
486,Government,Canada, Amarilla , High ,2240.0,21580.0,29050.0,65072000.0,6507200.0,58564800.0,48339200.0,10225600.0,2/1/2014,2, February ,2014
487,Small Business,United States of America, Amarilla , High ,2993.0,21580.0,24900.0,74525700.0,7452570.0,67073130.0,62104750.0,4968380.0,3/1/2014,3, March ,2014
488,Channel Partners,Canada, Amarilla , High ,3520.5,21580.0,996.0,3506418.0,350641.80000000005,3155776.2,876604.5,2279171.7,4/1/2014,4, April ,2014
489,Government,Mexico, Amarilla , High ,2039.0,21580.0,1660.0,3384740.0,338474.0,3046266.0,1692370.0,1353896.0,5/1/2014,5, May ,2014
490,Channel Partners,Germany, Amarilla , High ,2574.0,21580.0,996.0,2563704.0,256370.40000000002,2307333.6,640926.0,1666407.6,8/1/2014,8, August ,2014
491,Government,Canada, Amarilla , High ,707.0,21580.0,29050.0,20538350.0,2053835.0,18484515.0,15257060.0,3227455.0,9/1/2014,9, September ,2014
492,Midmarket,France, Amarilla , High ,2072.0,21580.0,1245.0,2579640.0,257964.0,2321676.0,1719760.0,601916.0,12/1/2014,12, December ,2014
493,Small Business,France, Amarilla , High ,853.0,21580.0,24900.0,21239700.0,2123970.0,19115730.0,17699750.0,1415980.0,12/1/2014,12, December ,2014
494,Channel Partners,France, Carretera , High ,1198.0,249.0,996.0,1193208.0,131252.88,1061955.1199999999,298302.0,763653.12,10/1/2013,10, October ,2013
495,Government,France, Paseo , High ,2532.0,830.0,581.0,1471092.0,161820.12,1309271.8800000001,1050780.0,258491.88,4/1/2014,4, April ,2014
496,Channel Partners,France, Paseo , High ,1198.0,830.0,996.0,1193208.0,131252.88,1061955.1199999999,298302.0,763653.12,10/1/2013,10, October ,2013
497,Midmarket,Canada, Velo , High ,384.0,9960.0,1245.0,478080.0,52588.8,425491.19999999995,318720.0,106771.20000000001,1/1/2014,1, January ,2014
498,Channel Partners,Germany, Velo , High ,472.0,9960.0,996.0,470112.0,51712.32,418399.68,117528.0,300871.68,10/1/2014,10, October ,2014
499,Government,United States of America, VTT , High ,1579.0,20750.0,581.0,917399.0,100913.89,816485.11,655285.0,161200.11000000002,3/1/2014,3, March ,2014
500,Channel Partners,Mexico, VTT , High ,1005.0,20750.0,996.0,1000980.0,110107.79999999999,890872.2,250245.0,640627.2,9/1/2013,9, September ,2013
501,Midmarket,United States of America, Amarilla , High ,3199.5,21580.0,1245.0,3983377.5,438171.94,3545206.39,2655585.0,889621.39,7/1/2014,7, July ,2014
502,Channel Partners,Germany, Amarilla , High ,472.0,21580.0,996.0,470112.0,51712.32,418399.68,117528.0,300871.68,10/1/2014,10, October ,2014
503,Channel Partners,Canada, Carretera , High ,1937.0,249.0,996.0,1929252.0,212217.72,1717034.28,482313.0,1234721.28,2/1/2014,2, February ,2014
504,Government,Germany, Carretera , High ,792.0,249.0,29050.0,23007600.0,2530836.0,20476764.0,17091360.0,3385404.0,3/1/2014,3, March ,2014
505,Small Business,Germany, Carretera , High ,2811.0,249.0,24900.0,69993900.0,7699329.0,62294571.0,58328250.0,3966321.0,7/1/2014,7, July ,2014
506,Enterprise,France, Carretera , High ,2441.0,249.0,10375.0,25325375.0,2785791.25,22539583.75,24312360.0,1772776.25,10/1/2014,10, October ,2014
507,Midmarket,Canada, Carretera , High ,1560.0,249.0,1245.0,1942200.0,213642.0,1728558.0,1294800.0,433758.0,11/1/2013,11, November ,2013
508,Government,Mexico, Carretera , High ,2706.0,249.0,581.0,1572186.0,172940.46,1399245.54,1122990.0,276255.54000000004,11/1/2013,11, November ,2013
509,Government,Germany, Montana , High ,766.0,415.0,29050.0,22252300.0,2447753.0,19804547.0,16530280.0,3274267.0,1/1/2014,1, January ,2014
510,Government,Germany, Montana , High ,2992.0,415.0,1660.0,4966720.0,546339.2,4420380.8,2483360.0,1937020.7999999998,10/1/2013,10, October ,2013
511,Midmarket,Mexico, Montana , High ,2157.0,415.0,1245.0,2685465.0,295401.15,2390063.85,1790310.0,599753.85,12/1/2014,12, December ,2014
512,Small Business,Canada, Paseo , High ,873.0,830.0,24900.0,21737700.0,2391147.0,19346553.0,18114750.0,1231803.0,1/1/2014,1, January ,2014
513,Government,Mexico, Paseo , High ,1122.0,830.0,1660.0,1862520.0,204877.2,1657642.7999999998,931260.0,726382.8,3/1/2014,3, March ,2014
514,Government,Canada, Paseo , High ,2104.5,830.0,29050.0,61135725.0,6724929.75,54410795.25,45415110.0,8995685.25,7/1/2014,7, July ,2014
515,Channel Partners,Canada, Paseo , High ,4026.0,830.0,996.0,4009896.0,441088.56,3568807.44,1002474.0,2566333.44,7/1/2014,7, July ,2014
516,Channel Partners,France, Paseo , High ,2425.5,830.0,996.0,2415798.0,265737.77999999997,2150060.22,603949.5,1546110.72,7/1/2014,7, July ,2014
517,Government,Canada, Paseo , High ,2394.0,830.0,1660.0,3974040.0,437144.4,3536895.5999999996,1987020.0,1549875.6,8/1/2014,8, August ,2014
518,Midmarket,Mexico, Paseo , High ,1984.0,830.0,1245.0,2470080.0,271708.8,2198371.2,1646720.0,551651.2,8/1/2014,8, August ,2014
519,Enterprise,France, Paseo , High ,2441.0,830.0,10375.0,25325375.0,2785791.25,22539583.75,24312360.0,1772776.25,10/1/2014,10, October ,2014
520,Government,Germany, Paseo , High ,2992.0,830.0,1660.0,4966720.0,546339.2,4420380.8,2483360.0,1937020.7999999998,10/1/2013,10, October ,2013
521,Small Business,Canada, Paseo , High ,1366.0,830.0,24900.0,34013400.0,3741474.0,30271926.0,28344500.0,1927426.0,11/1/2014,11, November ,2014
522,Government,France, Velo , High ,2805.0,9960.0,1660.0,4656300.0,512193.0,4144107.0,2328150.0,1815957.0,9/1/2013,9, September ,2013
523,Midmarket,Mexico, Velo , High ,655.0,9960.0,1245.0,815475.0,89702.25,725772.75,543650.0,182122.75,9/1/2013,9, September ,2013
524,Government,Mexico, Velo , High ,344.0,9960.0,29050.0,9993200.0,1099252.0,8893948.0,7423520.0,1470428.0,10/1/2013,10, October ,2013
525,Government,Canada, Velo , High ,1808.0,9960.0,581.0,1050448.0,115549.28000000001,934898.72,750320.0,184578.72,11/1/2014,11, November ,2014
526,Channel Partners,France, VTT , High ,1734.0,20750.0,996.0,1727064.0,189977.04,1537086.96,431766.0,1105320.96,1/1/2014,1, January ,2014
527,Enterprise,Mexico, VTT , High ,554.0,20750.0,10375.0,5747750.0,632252.5,5115497.5,5517840.0,402342.5,1/1/2014,1, January ,2014
528,Government,Canada, VTT , High ,2935.0,20750.0,1660.0,4872100.0,535931.0,4336169.0,2436050.0,1900119.0,11/1/2013,11, November ,2013
529,Enterprise,Germany, Amarilla , High ,3165.0,21580.0,10375.0,32836875.0,3612056.25,29224818.75,31523400.0,2298581.25,1/1/2014,1, January ,2014
530,Government,Mexico, Amarilla , High ,2629.0,21580.0,1660.0,4364140.0,480055.4,3884084.5999999996,2182070.0,1702014.6,1/1/2014,1, January ,2014
531,Enterprise,France, Amarilla , High ,1433.0,21580.0,10375.0,14867375.0,1635411.25,13231963.75,14272680.0,1040716.25,5/1/2014,5, May ,2014
532,Enterprise,Mexico, Amarilla , High ,947.0,21580.0,10375.0,9825125.0,1080763.75,8744361.25,9432120.0,687758.75,9/1/2013,9, September ,2013
533,Government,Mexico, Amarilla , High ,344.0,21580.0,29050.0,9993200.0,1099252.0,8893948.0,7423520.0,1470428.0,10/1/2013,10, October ,2013
534,Midmarket,Mexico, Amarilla , High ,2157.0,21580.0,1245.0,2685465.0,295401.15,2390063.85,1790310.0,599753.85,12/1/2014,12, December ,2014
535,Government,United States of America, Paseo , High ,380.0,830.0,581.0,220780.0,24285.800000000003,196494.2,157700.0,38794.2,9/1/2013,9, September ,2013
